id,image_id,title,artist_title,department_title,category_titles,classification_titles,subject_titles,date_display,place_of_origin
72191,4bef095d-3908-a6b4-be27-b0507898d339,"The Solemn Pledge, Taos Indians",Walter Ufer,Arts of the Americas,Arts of the Americas,"painting,american arts","Chicago,people,portraits",1916,United States
210513,8fed3156-2cd7-34b8-c953-ea5c238bbf15,Holi Festival in a Walled Garden with Celebrants,,Arts of Asia,Arts of Asia,"asian art,watercolor,painting",,c. 1763/1764,Murshidabad
16497,66b4f243-74f4-d3e8-7a76-2f743ee1f6ff,The Flight into Egypt,Abraham Jansz. van Diepenbeeck,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting",,c. 1650,Flanders
43988,40760892-948f-94ea-2211-4f1019010192,Pier on Sunday,James Lechay,Arts of the Americas,Arts of the Americas,"painting,modern and contemporary art",,1939,United States
257132,7f9fe328-f224-cad2-03eb-50d4b3337ebc,The Search,Forrest Bess,Modern Art,Modern Art,painting,,1946,
243872,89300e26-55e8-ca20-9422-24c721192216,A Boy Blowing on a Firebrand,Gerrit van Honthorst,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"european painting,oil on canvas,painting","light,costume,fire,firebrand",1621/22,Netherlands
46266,46c40aad-f07d-ad84-a0d3-956ce7cc382c,"Pradyumna Enters the Palace of the Demon Sambar and Challenges him to Battle, page from a manuscript of the Bhagavata Purana",,Arts of Asia,Arts of Asia,"miniature painting,painting,asian art",,c. 1775,Nepal
188866,cdb47125-6dbf-1cd6-5fa1-cf9e798fadd8,"The Senseless Cycle, Tender and Benign, Bring Great Comfort",Lari Pittman,Contemporary Art,Contemporary Art,"acrylic paintings (visual works),painting",,1988,United States
111642,b2807692-aa25-70e1-ce93-3ab262519186,The Awakening of the Forest,Paul Delvaux,Modern Art,"Modern Art,Essentials","painting,modern and contemporary art","figures (representations),forests,mythology,nudes,Joseph Winterbotham Collection",1939,Belgium
53064,b5944ae0-5c91-20dd-79af-33a523393c33,Antiochus Yearning for Stratonice,Stefano Pozzi,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,c. 1740,Italy
61115,f0d9b392-68bd-3b60-6761-5be00afa48e1,The Clipper Ship Eagle Wing,,,,"painting,american arts",,1853–1873,United States
94840,f95f32f7-6e79-5fbf-b438-a3fcb11197ee,Young Woman at an Open Half-Door,Workshop of Rembrandt van Rijn,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting","Century of Progress,world's fairs,Chicago World's Fairs",1645,Holland
133363,b8f5b24e-d8f8-88f8-8869-b75f29a7601a,Landscapes,Huang Binhong,Arts of Asia,Arts of Asia,"painting,asian art",,1945/55,China
88619,e1befa02-cfce-08bf-a2f6-1da4ebaa2887,Aeneas Rescuing Anchises from Burning Troy,"Hendrick van Steenwijck, the Younger",Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting",,1605/20,Flanders
105528,6c0aa6ea-492b-7639-2e43-5294f60f9b27,Birds on a Tree with Fruit and Autumn Foliage,Jiang Hong,Arts of Asia,Arts of Asia,"hanging scroll,painting,asian art",,Qing dynasty (1644–1911); late 17th century 清朝,China
120666,4bf04476-37cc-9d94-b631-52854109d178,"The Siege of Ujjain and the Slaying of the Magic Donkey, from a copy of the Kalakacharyakatha",,Arts of Asia,Arts of Asia,"miniature painting,manuscript,asian art,painting",,c. 1450,India
76900,01883c5e-cb84-eaad-0b2e-369065b5bfd2,Two Girls Performing Kathak,Mughal,Arts of Asia,Arts of Asia,"miniature painting,painting,asian art",,18th century,India
150071,56544a59-57ef-88d0-d850-e85fdd60f3a4,"Longeuil, Normandie",Lyonel Feininger,Modern Art,Modern Art,"oil on canvas,painting,modern and contemporary art",,October 1909,United States
129851,66493773-b3e5-38f8-87f2-fbcc54c8ba64,Composition with Statuette,Fernand Léger,Modern Art,Modern Art,"painting,modern and contemporary art",,1950,France
93813,7893ede4-351d-f37d-c4fe-51a3fd967de8,And Man Created God in His Own Image,Ivan Albright,Arts of the Americas,"Chicago Artists,SAIC Alumni and Faculty,Arts of the Americas","oil on canvas,painting,modern and contemporary art","people,Chicago,portraits",1930–31,United States
15468,8a0e4ac9-43ea-bc3e-884b-ee27f8a10501,Saint George and the Dragon,Bernat Martorell,Painting and Sculpture of Europe,"Painting and Sculpture of Europe,Art Institute Icons,Essentials","painting,tempera,european painting","knights,mythology,dragons,horses,royalty,castles,religion,Century of Progress,world's fairs,Chicago World's Fairs,animals",1434/35,Spain
242449,774c1cdd-74f5-dadf-8e84-143410cc7119,Crucifixion,María Josefa Sánchez,Painting and Sculpture of Europe,"Painting and Sculpture of Europe,Women artists before 1800,Women artists","european painting,oil on panel,painting",crucifixions,1646,Spain
39229,8991bc76-a1f2-f5bd-f033-98fb0039f603,D-Yard Attica,Roger Brown,Contemporary Art,"Contemporary Art,Chicago Artists,SAIC Alumni and Faculty","painting,modern and contemporary art","prisons,trees,guards,police,ladders,walls,towers,punishment,Attica",1971,United States
79067,5969b0a0-eb19-3caf-7e86-66b6bcbb3f2e,Bridge in Moonlight,Louis Michel Eilshemius,Arts of the Americas,Arts of the Americas,"painting,american arts",,c. 1890,United States
188974,16d830b7-d681-6c88-379b-9585c655b6b7,"Virgin and Child with the Young Saint John the Baptist, Saint Cecilia, and Angels",Piero di Cosimo,Painting and Sculpture of Europe,Painting and Sculpture of Europe,painting,,c. 1505,Italy
198077,cf23d0a5-a2b4-06dc-72cd-b436e12cbec0,Image from a Set of Initiation Cards (Tsakali),,Arts of Asia,Arts of Asia,"ink,painting",,14th/15th century,Tibet
15716,2304d661-2cb9-b550-bc41-9ff923177fc5,Saint Christopher Meets Satan; Saint Christopher before the King of Lycia,Martin de Soria,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,1480/85,Spain
2893,513f71f2-18d3-7d99-25a3-d9d1110bf729,Commerce Counselor Ebenstein,Oskar Kokoschka,Modern Art,Modern Art,"oil on canvas,painting,modern and contemporary art","men,suits,fashion,portraits,Joseph Winterbotham Collection",1908,England
89726,31e2f8fd-2dd8-e806-a40d-c73e038e8701,Arrangement,Arthur B. Carles,,,"painting,modern and contemporary art","Century of Progress,world's fairs,Chicago World's Fairs",c. 1927/28,United States
12895,ddd364dd-f791-ed27-4297-ea47fde36f12,View of Pirna with the Fortress of Sonnenstein,Bernardo Bellotto,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,1755/65,Italy
222570,1fd97c28-d57f-df6a-52ef-d01bc50097d2,L'Improviste,Oscar Domínguez,Modern Art,Modern Art,painting,,1938,Spanish
111615,ef091180-c344-5d67-7a4a-6afd4c1193ad,The Destruction of Pharaoh's Army,"Philippe Jacques de Loutherbourg, II",Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,1792,France
105206,5ed1b95b-0e0b-bb54-389c-c0493a27f4df,The Wind,Julian Schnabel,Contemporary Art,Contemporary Art,"painting,modern and contemporary art",,1985,United States
49594,40a8a8d9-2dba-9a94-1229-339cd463e9ef,Midmost,Kenneth Noland,Contemporary Art,Contemporary Art,"painting,modern and contemporary art","geometric,blue (color),purple (color),red (color),orange (color),diamond shapes,lines",1966,United States
17394,e68f31b4-c722-3c24-c1ae-76e331d99e80,Landscape,Heinrich Campendonk,Modern Art,Modern Art,"oil on canvas,painting,modern and contemporary art","landscapes,red (color),purple (color),green (color),brown (color),white (color),winter,snow,trees,buildings,forests",1917,Germany
62294,3a6d468f-7432-7f5c-8790-ff00d902fefb,The Farmer Wanted a Boy,Robert Gwathmey,Arts of the Americas,Arts of the Americas,"painting,modern and contemporary art",,1942,United States
79572,8c2c4dfd-39c8-de79-d0e7-3916f75ebf0c,The Xuehong Pavilion in a Scholar's Garden,Qian Shumei,Arts of Asia,Arts of Asia,"handscroll,painting,asian art",,"Qing dynasty (1644–1911), 1831",China
158103,9ceb4c6a-a0ab-c6f6-8ae2-04c9180bf23f,"Title Page and Front Cover of a Buddhist Manuscript with Manjusri (left) and Mantramanudharani, a Pancharaksha Goddess (right)",,Arts of Asia,Arts of Asia,"pen and ink drawings,manuscript,asian art,painting",,17th/18th century,Mongolia
44826,26ec4ba5-0571-aded-9bbb-601973682b07,Polycrates and the Fisherman,Salvator Rosa,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,c. 1664,Italy
24677,f621af47-1f60-d479-0be5-7e3a3700041a,The Adoration of the Magi,Pietro della Vecchia,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,c. 1650,Italy
210682,536692c3-b9ca-f82b-19f7-7bce6d774886,Carnival,Kimber Smith,Contemporary Art,Contemporary Art,"acrylic paintings (visual works),painting",,1974,United States
74069,47c40896-6a2b-aaba-666f-c969202a47c4,Landscape with Figures and Boats,John Quidor,,,"painting,american arts",,c. 1867,United States
76054,f415c92c-9a6f-a87c-33f1-e15e62c3a56a,Watchtower with Geese (Hochsitz mit Gänsen),Sigmar Polke,Contemporary Art,"Contemporary Art,Essentials","painting,modern and contemporary art","watchtowers,beach chairs,animals,birds,fowl,geese,sunglasses,women,structures,towers",1987/88,Germany
184668,ba490e49-d2dc-907d-2809-ef22ff15f547,One of a Pair of Manuscript Covers from the Perfection of Wisdom Sutra (Ashtasahasrika Prajnaparamita Sutra),,Arts of Asia,Arts of Asia,"painting,manuscript",,c. 17th century,Nepal
82306,28789d64-9012-0b86-782a-cdb6e847ba84,Pink Composition (Composition en rose),Wou-Ki Zao,Contemporary Art,Contemporary Art,"painting,modern and contemporary art",,1951,France
17951,33359c0a-f569-9972-e8bd-a02ada37487e,Fei Jiang-fang with a Crane,Kanô Tsunenobu,Arts of Asia,Arts of Asia,"hanging scroll,painting,asian art",,"Edo period, late 17th–early  18th century",Japan
16643,ba63170f-ebfb-d39c-82b5-64c9b2b2643b,Child Playing: Annette Roussel in Front of a Wooden Chair,Édouard Jean Vuillard,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,modern and contemporary art","Century of Progress,children,domestic scenes,world's fairs,Chicago World's Fairs",c. 1900,France
47089,96c6856f-c731-3378-577f-ea21875b4d35,"Plum Blossoms, Crane, and Spring",Xugu,Arts of Asia,Arts of Asia,"painting,asian art",,Qing dynasty ( 1644–1912); 1824–1896; c.1892,China
110507,fa81bfb9-5a07-5e3c-33b4-4efde68981c8,In the Sea,Arnold Böcklin,Painting and Sculpture of Europe,"Painting and Sculpture of Europe,Essentials","oil on panel,painting,european painting","mythology,seashells,reflections,clouds,harps,mermen,musical instruments,seas,water,mermaids,mythological figures",1883,Switzerland
29395,efbc8786-6890-1993-df69-237507461334,In the Heather,Pierre Puvis de Chavannes,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,1896,France
97391,e093eeed-ebab-ecbe-72bf-b14229f18cac,At the Equator....A Song from Memory,Irving Petlin,Contemporary Art,"Contemporary Art,SAIC Alumni and Faculty","painting,modern and contemporary art",,1981,United States
93782,f521c3d4-4ced-a6a0-6836-e12e48cb0a9f,The Death of Orpheus,Henri Leopold Lévy,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,c. 1870,France
111746,dac4ead1-77cd-a46f-5c35-9f8b5132525d,The Harvesters,Léon Augustin Lhermitte,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,1888/89,France
2169,e8a4e4ed-13cf-901a-adc9-4a0e9bc47424,John Thomlinson and His Family,Arthur Devis,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,1745,England
184107,0eba0dd0-055c-73d7-9694-ee55becedd88,Untitled,Ellen Gallagher,Contemporary Art,"Contemporary Art,African American artists,Women artists,African Diaspora","painting,enamel,paper",,1999,United States
183292,16d2efa0-6896-5c54-b024-de9b152f4195,Still Life in Interior,Preston Dickinson,Arts of the Americas,Arts of the Americas,"oil on canvas,painting",still life,1920/22,United States
241048,0a3091e8-6614-08da-2aea-8ba216643bd7,God of War,George Grosz,Modern Art,Modern Art,"modern and contemporary art,oil on canvas,painting","WWII,war",1940,
12883,ea80056a-5db8-b4b8-6110-3d12902b99cc,Jove casts his Thunderbolts at the Rebellious Giants,Johann Michael Rottmayr,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,1690/95,Austria
16439,e8f3fd3f-2098-1c68-1867-b5dccb21018e,Morning,Claude Joseph Vernet,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",landscapes,1760,France
109819,25f660ee-f1db-d13b-42a5-56df97c98ba7,"Lozenge Composition with Yellow, Black, Blue, Red, and Gray",Piet Mondrian,Modern Art,"Modern Art,Essentials","oil on canvas,painting,Modern Art Highlights","geometric,yellow (color),black (color),blue (color),grids,white (color),red (color),squares",1921,Netherlands
24661,211741c9-8c08-9f9f-f8be-80db7b28b211,Landscape,Rufino Tamayo,Arts of the Americas,"Latin American,Arts of the Americas","oil on canvas,painting,modern and contemporary art",,1930,México
117554,6597bb58-d113-7369-7089-672f2d556dc3,Bodhisattva,,Arts of Asia,Arts of Asia,"painting,asian art,architectural fragment",,Song.dynasty (960-1278),China
66042,a3df48fa-a419-7c22-5e1a-cca92f84ad50,Trompe-l'Oeil Still Life with a Flower Garland and a Curtain,Adriaen van der Spelt,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting",still life,1658,Netherlands
16340,5f1fda6c-f116-c251-1cee-c6bad53d8d18,Mountain Road with Travelers,"Joos de Momper, II",Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,c. 1610/25,Flanders
103452,2d3b2405-4fa2-1e8d-0434-d0de8a3a5846,Stacked Cow Skulls,Sam Messer,Contemporary Art,Contemporary Art,"painting,modern and contemporary art",,1982/83,United States
16205,2626ffe7-06f7-a25d-546c-6a42d4936122,The Nativity,Perugino,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"tempera,painting,european painting","Century of Progress,world's fairs,Chicago World's Fairs",1500/05,Italy
62144,c7e064e5-9906-489d-7335-9d33428255ee,"Farhad Carrying Shirin and Her Horse, from a copy of the Khamsa of Nizami",Islamic,Arts of Asia,Arts of Asia,"miniature painting,painting,asian art",,"Timurid dynasty (ca. 1370–1507), dated 1485 (890 A.H.)",Iran
144970,06ee7e1e-5a42-96cd-fb0e-4991b73db1d1,Painted Banner (Thangka) of Lineage Painting of Two Lamas in Debate,,Arts of Asia,Arts of Asia,"painting,asian art",,c. 1500,Tibet
31176,7294d631-6406-924b-ee40-6e4c9d1ac907,Portrait of a Man,Jan Baptist Weenix,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on copper,painting,european painting",,c. 1650,Holland
76279,f78addab-4d3a-f87c-4c83-7eae824c7504,Yang Pu Moving His Family,,Arts of Asia,"Essentials,Arts of Asia","handscroll,painting,asian art","folklore,children,animals,boats,rivers,trees,scholars,families,landscapes,Chinese",Yuan dynasty (1279–1368) 元朝,China
20419,2685ae09-bc4e-5e01-f2f6-cf41b1a75349,Venus and Cupid,Alessandro Turchi,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,c. 1630,Italy
229392,1563224a-44d0-95eb-5803-c7bcb25b4828,Work,Saburo Murakami,Contemporary Art,Contemporary Art,painting,,1958,
65906,8ac41eae-cddd-3f22-ba4e-c0e3f3f061e0,A Reasonable Facsimile,Arthur Dove,Arts of the Americas,Arts of the Americas,"painting,modern and contemporary art",,1942,United States
212492,a48de5c9-8640-2b16-b722-55ae02ed6281,Geese on a Riverbank,Shen Kai,Arts of Asia,Arts of Asia,"hanging scroll,painting",,"Qing dynasty (1644–1911), 1750",China
30419,c4c270ed-4d57-2800-1772-e4a3621908c4,Flowers of All Seasons,,Arts of Asia,Arts of Asia,"screen,painting,asian art",,Mid–17th century,Japan
243167,e49dc56a-5ce3-f8dd-3f32-14f11bc876da,Portrait of the Princess di Ottaiano and her son Carlo,Marquis Filippo Petrone,Textiles,Textiles,"embroidery,painting,decorative arts,european decorative arts","portraits: Italian subject,family,figures (representations),mother and child,portraits: child subject,portraits: female subject,portrait",1814,Naples
3685,d6efd7d7-b824-5052-00e4-2767faa0ce1d,Still Life,Georges Braque,,,"oil on canvas,painting,modern and contemporary art","Century of Progress,world's fairs,Chicago World's Fairs",1919,France
23370,1f8236d8-8a4c-669f-0767-5aa80fd5a529,Untitled,Mark Tobey,Contemporary Art,"Contemporary Art,SAIC Alumni and Faculty","painting,modern and contemporary art","abstract shapes,pink (color)",1964,United States
69533,ea1e120f-2a56-99a8-99d8-ea824d466d65,Bird's Nest and Ferns,Fidelia Bridges,Arts of the Americas,"Women artists,Arts of the Americas","painting,american arts","still life,animals,landscapes",1863,United States
61103,68452122-d983-a200-2ba1-a8ac6d2fbc80,Saint Paul Preaching at Athens,,,,"painting,american arts",,1710/50,United States
102582,efcca127-2510-adce-9c80-ac933c37e1cd,Curving Function Greenish Brown,Georges Vantongerloo,Modern Art,Modern Art,"painting,modern and contemporary art",,1938,Belgium
119264,2b1cba5a-f194-266b-5357-b437fada0b3b,Head of a Guillotined Man,Jean Louis André Théodore Géricault,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting",,1818/19,France
